The August Avery Project,Michigan
Kurt Schroeder,Indiana
Athena Cage,Kentucky
Elizabeth Bear,Connecticut
"Roosevelt ""Booba"" Barnes",Mississippi
Entel,Ohio
Jack Diamond 352,Florida
Robin Roberts,Mississippi
Lecherous Gaze,California
Melanie Dinaburg,New Jersey
Teddy Washington,Florida
Charles Carr,Pennsylvania
The Last Things,Florida
Mark Krider,North Carolina
The Deacons,Virginia
Nicole Coughlin,New Jersey
i_o,Virginia
Fawks,Virginia
The Lively Ones,California
Arukah,Massachusetts
Velvet Cathedral,California
Hank Ballard and the Midnighters,Michigan
Oneiric Eclipse,California
S.R.Soul,New York
Jupiter Hollow,Missouri
Kylee,Arizona
Lydia Michel,New York
블루,California
Katherine Handy,Alabama
Katherine Lanpher,Illinois
Jay Johnson,New Jersey
Katherine Perry,New York
Mel Allen,Alabama
Arid,Illinois
Allysa Grace,Texas
Eddie Giles,Minnesota
Asylum,Texas
ステファニー,California
Blue Cactus,North Carolina
Sophisticated Adult,New Hampshire
Iman,Ohio
Cissy Houston,New Jersey
Alien Eyelid,Texas
Dwayne Hickman,California
Cesar’s Basement,California
Jerome Rose,California
Cullen Knight,Pennsylvania
Walter Dean Myers,West Virginia
Kwame Alexander,New York
Soman Chainani,Florida
Debra Antney,New York
Cody Shuler,North Carolina
Rayburn Wright,Michigan
Figures,Minnesota
Paolo Bacigalupi,Colorado
Street Street,Georgia
KRSR,California
Kid Fury,Florida
Kerry Brothers,New York
Years Since the Storm,Massachusetts
Paul Revere and the Raiders,Idaho
Wize Kaizz,Ohio
Alton Jones,Missouri
Art Buchwald,New York
The Tornados,Michigan
Lil Snupe,Louisiana
Glorious Depravity,New York
ナノ,New York
Tamper,New York
Alex Smith,Louisiana
Methgoat,California
Subservient Perversity,Arizona
Bobby Capó,Puerto Rico
T. D. Bell,Texas
Andrew York,Georgia
Mike Dreams,Minnesota
Jim Murray,New York
Natural,Florida
Kool & the Gang,New Jersey
The Mar‐Keys,Tennessee
Bob Corritore,Illinois
Tpsboyz x Tpsgirlz,Wisconsin
Lauryn Hill,New Jersey
Gabe Baltazar,Hawaii
Booker T. & the MG’s,Tennessee
The NRIs,"Washington, D.C."
Mystery,New York
Gurley,Massachusetts
Mario Puzo,New York
Antagonist,Wisconsin
Emily Gordon,North Carolina
Fly in Formation,"Washington, D.C."
Andrew B. Sterling,New York
Irwin Winkler,New York
Alger “Texas” Alexander,Texas
Sandra Nelson,Wisconsin
Backflip Studios,Colorado
Rampage,New York
Ezra Miller,New Jersey
Plain Wrap,California
Rated-X,New York
Prodigal Sunn,New York
Bain,Minnesota
B’G’z,Louisiana
Wovenhand,Colorado
In Your Grave,Utah
Eugene Gash,Colorado
EST Gee,Kentucky
Dillanm,Tennessee
Ray Gifted Keys,Michigan
Rotimi,New Jersey
Chysty Productionz,Illinois
Shamanavi,Illinois
Crybaby,Pennsylvania
Carlos Arroyo,Puerto Rico
Dragonlight Observatory,Arizona
Disturbed Earth,Florida
Finger,North Carolina
Peacehead,Indiana
Mallarmé Chamber Players,North Carolina
Jimmy Lawton,Oklahoma
Delayvariance,Michigan
Shelbra Deane,Tennessee
812 Faculty,Indiana
Alex Seropian,New York
Rafo Muñiz,Puerto Rico
Achilles,New York
Rafael Ithier,Puerto Rico
The Dead Texan,Texas
The Dutchess and the Duke,Washington
Kevin Malone,New York
Lil Daggers,Florida
Berry Gordy,Michigan
Freddie Perren,New Jersey
Deke Richards,California
Henry Cosby,Michigan
Lamont Dozier,Michigan
Eddie Holland,Michigan
Barrett Strong,Mississippi
Michael Brown,New York
Paul Riser,Michigan
William Weatherspoon,Michigan
Norman Whitfield,New York
Brian Holland,Michigan
Jackie Lee Cochran,Georgia
Mountain Laurel,New York
Ray Campi,New York
Jim Roberts,Illinois
Charles Connor,Louisiana
Paul Cotton,Alabama
iCarly Cast,California
Fancy Llamas,Massachusetts
Material,New York
Red & Gold,Pennsylvania
Kaydence,New York
Josh Holiday,Texas
Destroy Judas,California
The Cathode Terror Secretion,New York
Hayden Coffman,Tennessee
Le’Andria Johnson,Florida
Jam Factory,New York
Viktor Krauss,Illinois
Ryan Egan,New Jersey
Follow the Fox,Colorado
Robert Cline Jr.,Texas
Grand Puba,New York
Q‐Tip,New York
Fitz and the Tantrums,California
Maurice Williams & the Zodiacs,Tennessee
Aaron Hall,New York
Big Daddy Kane,New York
Zoot Sims,California
Lin Que,New York
Stephen Kellogg and the Sixers,Massachusetts
Kit & the Outlaws,Texas
Rosie & the Originals,California
Jeff VanderMeer,Pennsylvania
Tiger 1000,Michigan
Spaced,New York
Maureen Arthur,California
Placeholder,Pennsylvania
Gary Jankowski,Washington
Climb,Massachusetts
Phlegmesis,Massachusetts
Cormac McCarthy,Rhode Island
The Lovelies,Texas
Golosá,Illinois
The Ravels,New York
Kelli Hand,Michigan
Sonia Sanchez,Alabama
Mbembe Milton Smith,Missouri
Fredro Starr,New York
Victoria Justice,Florida
Sennight,Georgia
Beastial Piglord,North Carolina
Steve Gaines,Missouri
Ronnie Van Zant,Florida
Elan Atias,California
Christine Weston Chandler,Virginia
Euro League,New York
Kacey Musgraves,Texas
Jerry Douglas,Ohio
Dan Tyminski,Vermont
Judah & the Lion,Tennessee
DJ Luian,Puerto Rico
Nogothula,Ohio
Linda Keene,Mississippi
Boney Fields,Illinois
Dyke & the Blazers,New York
Joe Grushecky & the Houserockers,Pennsylvania
Archie Bell & the Drells,Texas
Davis,North Carolina
Paul Johnson,Illinois
Gregory Weaver,Virginia
Chris Lee,Georgia
K7,New York
Decrepisy,Oregon
Faron,Pennsylvania
Unembalmed,Arizona
Occulsed,Georgia
Silent Thunder,Washington
Sortiez,Illinois
Frank Ray,New Mexico
Cris Judd,Texas
LaShawn Daniels,New Jersey
Guyver-One,California
Diabolic Oath,Oregon
Kaye Stevens,Pennsylvania
LODIS,Texas
Bodiless Sleeper,Texas
Gary Foote,Wisconsin
Oceans Full of Old Friends,Virginia
Secret Keepers,Texas
Mike Mineo,Florida
Marc Roberge,Maryland
Hamilton,Michigan
Reviled,Texas
Lil Waste,Texas
Garrett Falls Lockhart,Virginia
Jimmy Rogers,Louisiana
Germaine Franco,California
The Bayou Boogie Band,Louisiana
Tucold,Alabama
Suho Meso,Minnesota
Danielle Peck,North Carolina
Dreaa Addison,Illinois
Cliff Magreta,Michigan
Bonesteel,California
Alex Cain,Pennsylvania
PnB Rock,Pennsylvania
Sand,Oregon
Rod Serling,New York
Doja Cat,California
Walter Trout,New Jersey
Oath of Cruelty,Texas
Kuma,Washington
Super Chef,South Carolina
Daniel R. Van Patten,California
Alex Parrish,California
Electric Finger,Washington
Handsomebeast,Texas
Think Up Anger,California
Lookbook,Minnesota
Goon Green and Clare Capuzzi,New Jersey
Trevor Moore,New Jersey
Dennis “D.T.” Thomas,Florida
Buster Brown,Georgia
Joseph Gordon‐Levitt,California
Jackie Verdell,Pennsylvania
Telisha Shaw,Tennessee
Robert Hoffman,Florida
U.S. Senator Robert Byrd,North Carolina
The Cagle Family,North Carolina
Andy Gagle,North Carolina
BCtheTHRILLER,Illinois
Alana Cagle,North Carolina
Juse,New Jersey
Greg Dalton,Massachusetts
Adriana Evans,California
Flowertown,California
Julia Whelan,Virginia
Iam Tongi,Hawaii
Elf Queen,California
Wilmer Valderrama,Florida
Holland Taylor,Pennsylvania
The Svengali Fiasco,Kentucky
Cornelius Brothers & Sister Rose,Florida
Blue Baby,Alabama
Talib S Kareem,New Jersey
First Born,Illinois
Solano,Florida
QRTR,New York
Evren Ozel,Minnesota
Ralph Votapek,Wisconsin
Noah Gordon,Massachusetts
Roy Orbison,Texas
Kcrae,Wisconsin
Ypn Willis,Illinois
Tom T. Hall,Kentucky
George Jones,Texas
Carl Perkins,Tennessee
The Carter Family,Virginia
Bob Ringwald,California
Oscar Villarreal,Texas
DJ Pain 1,Wisconsin
Christoffer Groves,California
Bark,Tennessee
Terrell Carter,New York
Elisé,California
Robert Kuhn,California
Bob Keene,California
R.A. the Rugged Man,New York
Hell Razah,New York
Sunz of Man,New York
Aaron Schroeder,New York
Abbey Road,California
Jan Davis,California
John A. Bird,California
Art Davis,Pennsylvania
Ryan Leslie,"Washington, D.C."
Sleazy Pieces,Oregon
Ernie Lee Banks,Virginia
Bariann Tuite Leistner,New York
Lee Andrews & the Hearts,Pennsylvania
Herb Alpert & the Tijuana Brass,California
Herb Alpert,California
Failing as Humans,Michigan
Damone,Massachusetts
We Are Scientists,California
David Bazan,Washington
The Ropes,New York
Margot & the Nuclear So and So’s,Indiana
Sacred Oath,Connecticut
Little Eva,North Carolina
Isaac Nakash,Florida
Exsanguinated,New York
Thunderhead,Louisiana
Darrell Nulisch,Texas
Watchhouse,North Carolina
Piron's New Orleans Orchestra,Louisiana
95 Bulls,New York
Duke Erikson,Nebraska
Buddy Alan,Arizona
Aurora Avenue,Washington
None,California
"Roy Wood, Jr.",Alabama
Crew X,Virginia
Benjamin Boi,Florida
Virgin Steele,New York
Josh Saldate,California
Kevin Chiaramonte,New York
Mata,Michigan
Holly Black,New Jersey
Tony DiTerlizzi,California
Thrown Into Exile,California
Tite Curet Alonso,Puerto Rico
Intuitive ACE,New Mexico
Ron Fowler,Washington
David Batteau,Massachusetts
Ellise,California
The Q Factor,California
Greeley Estates,Arizona
The Twilight and the Sound,Illinois
Rick Carnes,Arkansas
Thrills,Massachusetts
The Campbell Brothers,New York
Mackenyu Arata,California
Big Boy,Puerto Rico
Mario VI,Puerto Rico
Clandestino & Yailemm,Puerto Rico
Andy Boy,Puerto Rico
Arpeggio,California
Melting Rot,Illinois
Hacksaw,Oregon
Disease,Washington
Mike Curb,Georgia
Davie Allan & the Arrows,California
Belling The Cat,New Mexico
Yazmine,Florida
Destiny Bond,Colorado
Shaun O’Banion,California
Kate Gentile,New York
Public Opinion,Colorado
Unceremonial,Utah
Brad Arnold,Mississippi
Walter Yetnikoff,New York
Harold y Elena,Texas
Apollo Mighty,Tennessee
Sharon Jones and the Dap‐Kings,New York
Mike Post,California
dreamfone,California
"Michael ""El Prospecto""",Puerto Rico
Boy Wonder,New York
Opi the Hit Machine,Puerto Rico
Gary Herman,Ohio
Lucius,New York
Mammoth WVH,California
Yomo,Illinois
iann dior,Puerto Rico
Jhon Flip,Arizona
Tyson Ritter,Oklahoma
Ronald “Riskie” Brent,California
Mr. Mirainga,Arizona
The Spawn of Satan,Ohio
Louie Anderson,Minnesota
Malignant Inception,Utah
Younger Than Neil,Colorado
Lana Del Rey,New York
Tim Herlihy,New York
At the Drive‐In,Texas
Chromatics,Oregon
Omar Rodríguez-López,Puerto Rico
Cedric Bixler-Zavala,California
Mount Vernon,Wisconsin
OxNxExZ,Illinois
The American Drama,Michigan
Ginny & The Fizz,Minnesota
Oregon Space Trail of Doom,Ohio
Wally Gagel,New York
Fred Parris,Connecticut
Wise,Puerto Rico
The Crickets,Texas
Big’n,Illinois
Steven Curtis Chapman,Kentucky
Anal Stabwound,Connecticut
Hate Inclination,California
Scott Sowers,Virginia
Sara Kays,Indiana
Don Schroeder,Florida
Papa Don Schroder,Florida
Xavier Omär,Texas
Gregg Galbraith,Indiana
The Karl Walters Jr Trio,New York
William Parker,Pennsylvania
Vision Éternel,New Jersey
Jakari,Virginia
Dawn Of the Rising,Arizona
Larry McMurtry,Texas
BRIANA ROY,Florida
Jimmy Wormworth,New York
Justin Tipton & The Troublemakers,Texas
Ozuna,Puerto Rico
JMoki,Kentucky
Brandon Woodward,California
Gerald Valentine,Illinois
Deaton Chris Anthony,Kansas
Whitenoise,Ohio
Nixil,Maryland
Born of Plagues,Maryland
Mike Finnigan,Ohio
Chucky Thompson,"Washington, D.C."
William Lawton Woodie,North Carolina
Donald Rumsfeld,Illinois
Loktavious,Colorado
Greg Golden Band,Nevada
Edna White,Connecticut
Abacus,South Carolina
St. Paul,Minnesota
Andrew KL Yeoh,Nevada
Lever,Illinois
Ephraim Woodie,North Carolina
Bert Schneider,New York
Stephen Carracciolo,Ohio
Night Hag,Virginia
Ordinance,Maryland
eLZhi,Michigan
"Louis ""Gearshifter"" Youngblood",Mississippi
NRCSSST,Georgia
The Noblemen,Alabama
Parker Jacobs,Utah
Clara Belle Gholston,Georgia
Sister Clara Hudmon,Georgia
The Georgia Peach,Georgia
The Apaches,Arizona
Groovesect,Louisiana
Shirley Temple of Doom,South Carolina
Chilldren of Indigo,Texas
The Wilderness,Texas
Freedom Williams,New York
Nanci Griffith,Texas
Vile Command,Hawaii
Alchemy of Flesh,Georgia
Oppressive Descent,Oregon
Malformity,Georgia
Mantas,Florida
Utter Scorn,California
gP.,California
David Baker,New York
The Lebecs,California
Thermos Malling,Arizona
The Product G&B,New York
Leon Thomas,Illinois
Lil’ Louis & the World,Illinois
Damnation,Maryland
Morriah,South Carolina
Dobie Gray,Texas
Phase5 Band,Florida
John Viener,New York
Majestics,Wisconsin
Superior Elevation,Louisiana
Odious Mortem,California
The Sandfleas,California
Akhil Akkineni,California
Niv Ariel,New York
Alioth,Illinois
Beverly Glenn‐Copeland,Pennsylvania
Veggi,California
Autumn Leaf Dance,New York
Little Feat,California
Ed Greene,North Carolina
Lauren Anderson,Texas
Limb From Limb,New Jersey
Dale Fisher,Iowa
Anuel AA,Puerto Rico
Lesley Gore,New York
Tony Carey,California
Shepard Fairey,South Carolina
Your Plugs Plug,New York
Darren Korb,California
Despot,New York
Madelyn,Florida
Ayougnin,Louisiana
Kiara Cornelius,Montana
Stephen Schlaks,New York
Roy Ringwald,Montana
Bill Blackburn,Alabama
BARK,New York
Cassie,Connecticut
Kermit Goell,New York
Plasma Canvas,Colorado
Chelsea's Gone Under,Michigan
Frankie Lymon,New York
Framework,New York
THOUGHTCRIME,Colorado
daGEEK,Florida
Exghty,Pennsylvania
DYR,Vermont
Roosevelt's Inaugural Parade,Michigan
Ben Atkins,Alabama
Mark Allen Patterson,New Jersey
Household Gods,California
Sam Myers,Mississippi
Greg “Fingers” Taylor,Kansas
Michael Leonard,New York
The Last Goodnight,Connecticut
Tiffany Davis,California
Finsta,New York
Ludwig Olshansky,New York
Tracy + the Plastics,Washington
jaimeo,New York
Jackie Varra,Louisiana
Mocha Mustafa,California
Lee Evans,New York
Ingram Street,Ohio
Dreamwise,New York
Bathysphere,Massachusetts
Harold E. Dinger,Ohio
J.B. Miller,Kentucky
20/20 Blind,Texas
Brent Lewis,California
Ollie E. Brown,Michigan
James Bambu,Georgia
Jesse Webb,Louisiana
Action Bronson,New York
Jessi Smiles,Florida
The Mistake,California
Pousette‐Dart Band,Massachusetts
OCD,New York
Chris Brown,Virginia
Lloyd Banks,Maryland
Zeusamo,Georgia
Isabela Madrigal,California
Laurel Massé,Michigan
Norman Zamcheck,"Washington, D.C."
Almighty,Puerto Rico
John S. Hall,New York
Brytiago,Puerto Rico
Casper Mágico,Puerto Rico
Dr. Hook,New Jersey
Will Pugh,Georgia
Michael Aboujaoude,California
"Nova ""La Amenaza""",Puerto Rico
Juhn,Puerto Rico
"Galante ""El Emperador""",Puerto Rico
Syko el Terror,Puerto Rico
Calvin Simon,West Virginia
Auténtiko,Puerto Rico
"Benyo ""El Multifacético""",Puerto Rico
Polakán,Puerto Rico
Eloy,Puerto Rico
Emil Monter,New York
Bryant Myers,Puerto Rico
Aldo el Arquitecto,Puerto Rico
Franco “El Gorila”,Puerto Rico
Valentino,Puerto Rico
The Four Seasons,New Jersey
Crack The Code,Texas
Don Chezina,Georgia
Oren Gradus,New York
Yaviah,Puerto Rico
Tonny Tún Tún,Puerto Rico
Jayko,Puerto Rico
Dan King,Massachusetts
Khrys Williams,Texas
Clare & the Reasons,New York
Selena Gomez & the Scene,California
Olivier St. Louis,"Washington, D.C."
MAGIC GIANT,California
Ernie Coombs,Maine
Mic Geronimo,New York
Exhumator,Colorado
Cinders,Texas
Robert Ovetz,New York
Five Iron Frenzy,Colorado
Danny Moore,Georgia
José Luis Moneró,Puerto Rico
Michael Jackson,Indiana
Consider Us Rescued,Texas
Boyz n da Hood,Georgia
O'Neill,Puerto Rico
Calle 13,Puerto Rico
Pivot Gang,Illinois
Suzanne Grzanna,Wisconsin
Justin Townes Earle,Tennessee
Alex Harvey,Tennessee
Aaron Wilburn,Alabama
J.T. Corenflos,Indiana
Samuel Jonasson,California
Henry Hayes,Texas
KevSter,Arizona
Gossip,Washington
Jodi Fleisher,Massachusetts
Sheila Romero,Puerto Rico
DJ Speedy,South Carolina
Easy Mccoy,Washington
Joi,Tennessee
Asèlene,New Jersey
Gracie Zander,Pennsylvania
Dick Leibert,Pennsylvania
María Esther Pérez Félix,Puerto Rico
Johnny Ace,Tennessee
Tavia Salacious,California
John Forrestal,New Jersey
Blase Ur,New Jersey
Projection Mina,New Jersey
Scapegoat,New Jersey
The Slopin Fairy 7,New Jersey
Throne Of Mortality,New Jersey
Izzy Jeffery,Texas
DiscomBOBulated,Indiana
Arkaden,New York
T.R.A.C.,New York
Dan Einstein,Connecticut
United Talent Agency,California
Horizon Music Incorporated,Missouri
PRENTISS,Mississippi
Illusions of Grandeur,Pennsylvania
Toy Called God,California
Rvshvd,Georgia
Day at the Fair,New Jersey
abandcalledlove.,Georgia
Efek Walpurgis,Massachusetts
Voices of Paradise,California
Franke & the Knockouts,New Jersey
Rony,California
Funk Fiction,California
Pejman Roozbeh,California
Depp Gibbs,California
Sawyer,Tennessee
"Noize ""El Nuevo Sonido""",Florida
M.A.G.S.,New York
The FMs,New York
Ramsey Kearney,Tennessee
Hillary Clinton,Illinois
Katy 180,Illinois
Hi‐Tek,Ohio
Gary Lee Yoder,California
Juini Booth,New York
Walter Koenig,Illinois
Mark Senger,Florida
Mary McClain,West Virginia
Nappy Head Kings,Florida
Paul Curcio,New York
Rebekah Pulley and The Reluctant Prophets,Florida
Botanist,California
Robert Reed,Nebraska
Charles Goodwin,Maryland
Sari Schorr,New York
George Massenburg,Maryland
Default,Wisconsin
Nissim Black,Washington
740 Boyz,New York
The Pyramids,Ohio
Commonauts,Idaho
Susan Tedeschi,Massachusetts
Chris Knight,Kentucky
Dee Brown,Louisiana
Burton C. Bell,Texas
Nissim,Washington
James P. Leary,Wisconsin
Leslie Jordan,Tennessee
TJ Osborne,Maryland
D. Black,Washington
Preston Hudman,Hawaii
Gary Wayne Morgan,Idaho
Kathryn Goates,Utah
Dean Hall,Kentucky
Lydia Rogers,Alabama
Sin Aesthetic,California
Zoe Winkler,California
Mickey Hart Band,New York
Manetheren,Michigan
Jeremy Passion,California
Zion Mennonite Youth Group,Pennsylvania
A second Life,New York
Repentore,California
Save Ferris,Missouri
Elena Pinderhughes,California
Maude Smith,Virginia
Vacant Grave,Missouri
Eddie Amador,Arizona
DJ J‐Break,California
ohtwo,Florida
Anthony Rondinone,New York
Hamp Simmons,Texas
The Blackwood Apology,Minnesota
John Littleton,Louisiana
Eric Bellinger,California
Geechi,Florida
Kenny Jr.,Louisiana
Dave Audé,Georgia
Fredo Santana,Illinois
Clogs,Connecticut
Geto Boys,Texas
An Albatross,Pennsylvania
Dorrough,Texas
Markiplier,Hawaii
Magno,Texas
Charlotte Smith,Virginia
UTP,Louisiana
Sylvan LaCue,Florida
Rowan,Kansas
Aim High,South Carolina
Ashanti,New York
Shorty Mac,Texas
Kurnugia,Ohio
Joshua King,North Carolina
D‐Train,New York
Peaches,Louisiana
CrankGameplays,Maine
Experiment Fear,Wisconsin
The Underbeats,Minnesota
Dave Kirby,Texas
William Weaver,"Washington, D.C."
Dan Simmons,Illinois
Lester Roy,Texas
Skip Heller,Pennsylvania
Arielle Dombasle,Connecticut
And And And,Oregon
Ted Kosmatka,Indiana
Big Tiger,Texas
Karl Krueger,Kansas
WC,Texas
Mista Madd,Texas
Rydah J. Klyde,California
Big Pic,Texas
Boondocks,Arizona
Dylan Roth,New Jersey
Madeleine Stewart,New Hampshire
Van Dams,Oregon
Huey Morgan,New York
"Héctor ""Tito"" Matos",Puerto Rico
The Tymes,Pennsylvania
Count Bass D,New York
Kairos,Pennsylvania
Bob Johnston,Texas
usr/friendly,Washington
Johnny Sky,New York
Patty Pershayla & The Mayhaps,Michigan
Matt Miller,Texas
Valerie,Puerto Rico
JNabe,New Jersey
Rachel Swirsky,California
Demi Lovato,New Mexico
JAWNZA,Florida
Squadran,New York
Vented,Georgia
Brett,"Washington, D.C."
Glenn O'Brien,Ohio
Children of the Corn,New York
Giovannie and the Hired Guns,Texas
Proof,Michigan
Slowbleed,California
Aaron Gillespie,Florida
Sorority Boy,Virginia
MonnyGray,New York
Cicadae Sillick,Maryland
Think Floyd,Massachusetts
BROCKHAMPTON,Texas
Xzibit,Michigan
CORE,Texas
Swisher Push,Michigan
Bad Guy Reaction,Virginia
Maureen F. McHugh,Ohio
Aryeh Nussbaum Cohen,New York
Carl Klang,Oregon
"Eddie ""Big Blues"" Carson",North Carolina
Joséphine Baker,Missouri
Kiss Kiss Bang,Kentucky
Robert Klein,New York
Mr. Porter,North Carolina
Eric Howl,Pennsylvania
George Crumb,West Virginia
Tea9,Pennsylvania
Hal Levy,California
Ben Smith,Tennessee
Randy & the Rainbows,New York
Carmen Delia Dipini,Puerto Rico
Dude Shuffler,North Carolina
Steve Shuffler,North Carolina
Art Rupe,Pennsylvania
Venison,Minnesota
Nunslaughter,Pennsylvania
Cookie and His Cupcakes,Louisiana
Edward Johnson,Maryland
Bob Haggart,New York
Sid Catlett,Indiana
Jack Teagarden,Texas
Tank and the Bangas,Louisiana
Dee Hicks,Tennessee
Mike Morgan and the Crawl,Texas
The San Francisco Saxophone Quartet,California
Leaving Laurel,California
Distant Cousins,Missouri
Richard Shaw Brown,Florida
Militarie Gun,California
Four on the Floor,Illinois
Freddy Frogs' Four on the Floor,New York
Set the Sun,Tennessee
Manuel Calderon,Texas
Bluesadelix,California
Martin Defatte,Wisconsin
George Leaman,New York
Forfeit,New York
Lee McBee,Missouri
The Answer,New Jersey
Spank Spank,Illinois
Demon Hunter,Washington
Chuck Grant,New York
Meztheprod,"Washington, D.C."
Crown and the M.O.B,California
Keely Smith,Virginia
Louis Prima,Louisiana
benyuddah,New York
Sea Glass,New York
Ghostface Killah,New York
Before Dark,California
Tried For Treason,Missouri
Mysonne,New York
New Frontiers,Washington
Tasty Snax,California
Marcellus Pittman,Michigan
M. Rickert,Wisconsin
American Authors,Massachusetts
Efatha,Pennsylvania
Morty Berk,Pennsylvania
Ken Scholes,Washington
Archie Shepp,Florida
Billy Bang,Alabama
Goathial,Colorado
Ancient Sky,New York
The Summer Set,Arizona
KT-Archer,Texas
Ginger Rogers,Missouri
Micky & the Motorcars,Idaho
Elizabeth & the Catapult,New York
Jon and the Nightriders,California
Attack of the Rising,California
Michael Pisaro‐Liu,New York
Travis Schlabach,Indiana
Colectivo1,Texas
Acacia Ridge,Utah
Jim Steptoe,Virginia
Kelly Link,Florida
Sylvie,California
Zodiac Lovers,North Carolina
Alice Coltrane,Michigan
RMB,California
Randell Milan,California
Carlos Soto,California
Jose Alcantar,California
Ends Embrace,Arizona
Soulja Boy,Illinois
Seamus O'Muineachain,Connecticut
Jadiel,Puerto Rico
Jenilca Giusti,Puerto Rico
Wisin,Puerto Rico
Paul Michael,Rhode Island
Jennifer Lopez,New York
Ivy Queen,Puerto Rico
Ricky Martin,Puerto Rico
Guelo Star,Puerto Rico
Terry & the Pirates,California
The Bovine Fury,Arizona
Flannery O'Connor,Georgia
I Choose the Sky,Kentucky
Tina Girouard,Louisiana
Pure,Texas
Queen Sylvia Embry,Arkansas
Dock Reed,South Carolina
Faye Grant,Michigan
Funkmaster Fuma,Indiana
Grace McKenna Rische,Tennessee
Connoisseur,California
Juiler,Minnesota
Evil Triplet,Texas
Blackwater Flood,Vermont
United Void,Washington
Trappist,California
Rewake,Oklahoma
Bekelé Berhanu,Florida
Goober & the Peas,Michigan
Mike and the Moonpies,Texas
Charles Mintz,South Carolina
Shelton Dunaway,Louisiana
Dunava,Washington
Tayla Parx,Texas
Robert Glasper,Texas
Carol Fran,Louisiana
Cheka,New York
Tech Honors,Ohio
Efecto Del Teatro,Puerto Rico
HiVibes,New York
Wyqm,North Carolina
Myotis,Minnesota
Katherine Evans,Massachusetts
Ingrid Andress,Michigan
Ryan Magee,South Carolina
SuperMega,California
John Eric,Puerto Rico
Yan el Diverso,Puerto Rico
Grand Wizzard Theodore,New York
Rapid Ric,Texas
A3,Texas
Gerald G,California
Carmen Sandiego,Texas
moscow,Michigan
Black Milk,Michigan
Yung Redd,Texas
Jennifer Decilveo,New Jersey
United States Marine Corps,Pennsylvania
LifeDown,Maine
Josean Orta,Puerto Rico
Crimson Driver,Nebraska
shikaibandz,Oklahoma
Guilty Simpson,Michigan
Marv Won,Michigan
5th Ward Boyz,Texas
Never Come Down,Oregon
Bill Flannigan,Rhode Island
Limuria,Washington
The Waterfall King,Illinois
Ben James,North Carolina
Witch Child,Texas
Midori,North Carolina
Lbeats,Missouri
Jon Sprunk,Pennsylvania
Cro-Mags JM,New York
Jim C. Hines,Pennsylvania
Santigold,Pennsylvania
Peter V. Brett,New York
Elizabeth Moon,Texas
John Hart,Louisiana
Jean DuShon,Michigan
John Lamb,Florida
Afton Wolfe,Mississippi
The Birth Defects,California
Beastlurker,Illinois
Jack White,Michigan
Lost Foxes,South Carolina
Kesha,California
Dropping Ugly,Virginia
Book of Numbers,Arizona
Mike Jones,Texas
Stealing Heather,Ohio
Allie Paige,Washington
Tavis Foster,North Carolina
Charlie Singleton,Louisiana
Trepanation,Colorado
Men in Harmony,Pennsylvania
M D M P,Hawaii
Steven T. Murray,California
Annette Metoyer and the Guyz,Texas
Steve Riley and the Mamou Playboys,Louisiana
Adenrele Ojo,New York
The Arctic,Alaska
Iron Fez,Tennessee
The Narrative,New York
A. Lee Martinez,Texas
Up On a Quasar,Texas
Louis Oliveras,Massachusetts
Bay Bryan,Colorado
Lily Taylor,Massachusetts
Master Sword,Maryland
Southside Johnny & The Asbury Jukes,New Jersey
Jack Swigert,Colorado
The Boston Boys,Massachusetts
Bobby Raps,Minnesota
Billy Craig,Michigan
Ray Price,Texas
Bookmobile!,Illinois
Fake Fruit,California
Skavoovie & the Epitones,Massachusetts
Monster Mike Welch,Texas
Love Is Red,Alabama
Jess Viscius,Illinois
Giant Peach,New York
Adam Elmakias,Wisconsin
David Palumbo,Michigan
Auburn Lull,Michigan
"Walter ""Foots"" Thomas",Oklahoma
Symbolyc One,Texas
Corey Hawkins,"Washington, D.C."
Melissa Bach,Minnesota
Latin for Truth,Alabama
Princess Loko,Tennessee
BadBoy RDW8,Massachusetts
Super City,Maryland
Sundance,California
Sonic Boy,Washington
케빈,California
Amanda Blank,Pennsylvania
Sami Jo,Arkansas
Mikayla McVey,Virginia
Aucun,Colorado
Gregory Diaz IV,New York
Jenn Vix,Rhode Island
Blur Beside You,New York
Arthur Waite,Massachusetts
A Halo Called Fred,New Jersey
Headshrinker,Colorado
Marissa Paternoster,New Jersey
Lawrence Brownlee,Ohio
Christine D’Clario,New York
Tito Rojas,Puerto Rico
Joshua Marcell,Puerto Rico
Robert Schimmel,New York
Wehrwolfe,North Carolina
José Feliciano,Puerto Rico
De Facto,Texas
The Union of a Man and a Woman,Virginia
Fabulous 2,New York
Joe Biden,Pennsylvania
Big Tuck,Texas
Burned in Effigy,Connecticut
Michael “5000” Watts,Texas
Raik’s Progress,California
Ron Hufstader,Iowa
The Beu Sisters,Florida
RamBill,Rhode Island
Nipsey Hussle,California
Burned in Effigy,Connecticut
Al Johnson,Virginia
Barritz,California
Voidspawn,Texas
Al‐D,Texas
Jon Jon,California
Ernie Shepard,Texas
Equal Interest,New York
Susan Taylor,Texas
Getta ComeUp,Pennsylvania
Iampiperperri,Arizona
Cosmic Hurse,New Jersey
What Lies Below,Pennsylvania
Belles of Skin City,Minnesota
Paul Ryan,Wisconsin
